,country,itemId,paymentMethod,postalCode,sellingStatus,topRatedListing,AutoPay,AvailableForPickupDropOff,BestOfferEnabled,BidCount,BuyItNowPrice,FinalPrice,GlobalShipping,HandlingTime,HitCount,ListingStatus,ListingType,Location,MinimumToBid,ProductID,Quantity,QuantityThreshold,ReserveMet,ShipToLocations,Title,UserID,FeedbackScore,PositiveFeedbackPercent,SellerBusinessType,NewUser,FeedbackPrivate,nPhotos,nPaymentMethods,nShippingCountries,conditionId,bestOfferEnabled,buyItNowAvailable,expeditedShipping,shippingType,oneDayShippingAvailable,NegFeedback30Day,NegFeedback365Day,PosFeedback30Day,PosFeedback365Day,auctionLength
6031,0,321920049536,0,80241,1,False,False,0,False,0,0.0,299.0,False,2.0,108.0,Completed,1,"Denver, Colorado",,170084987,1,0.0,,0,Apple iPhone 5s - 32GB - Gold (Verizon) Smartphone Used Mint Condition,dgpowers,832,100.0,1,False,False,5,1,1,5,False,False,True,1,False,0,0,1,27,168.0
6032,0,321926339809,0,80241,0,False,False,0,False,0,0.0,289.0,False,2.0,21.0,Completed,1,"Denver, Colorado",,170084987,1,0.0,,0,Apple iPhone 5s - 32GB - Gold (Verizon) Smartphone Used Mint Condition,dgpowers,832,100.0,1,False,False,5,1,1,5,False,False,True,1,False,0,0,1,27,21.0
6033,0,111823377762,0,47302,0,False,False,0,False,22,0.0,127.5,True,1.0,271.0,Completed,0,"Muncie, Indiana",130.0,170054882,1,0.0,,1,DAMAGED Apple iPhone 5s - 32GB - Gold (AT&T) FOR PARTS ONLY,cleocleo,658,100.0,1,False,False,10,1,48,9,False,False,False,1,False,0,0,12,63,168.0
6034,0,121811361219,0,21205,0,False,False,0,True,0,0.0,225.0,False,3.0,154.0,Completed,1,"Baltimore, Maryland",,168490045,1,0.0,,0,"Apple iPhone 5s - 32GB - Silver (Credo carrier, uses Sprint network)",oosevan,7,100.0,1,False,False,6,1,1,5,True,False,True,1,False,0,0,0,5,253.0
6035,0,121820062794,0,21205,0,False,False,0,True,0,0.0,225.0,False,3.0,35.0,Completed,1,"Baltimore, Maryland",,168490045,1,0.0,,0,"Apple iPhone 5s - 32GB - Silver (Credo carrier, uses Sprint network)",oosevan,7,100.0,1,False,False,6,1,1,5,True,False,True,1,False,0,0,0,5,52.0
6036,0,262143125169,0,34473,1,False,True,0,False,0,0.0,269.95,False,2.0,69.0,Completed,1,"Ocala, Florida",,170038725,1,0.0,,0,Apple iPhone 5s - 32GB - Gold (Sprint) Smartphone Mint Condition Clean ESN,santana10791,355,97.0,1,False,False,4,1,1,5,False,False,True,0,False,0,1,5,31,168.0
6037,0,262152539247,0,34473,0,False,True,0,False,0,0.0,269.95,False,2.0,70.0,Completed,1,"Ocala, Florida",,170038725,1,0.0,,0,Apple iPhone 5s - 32GB - Gold (Sprint) Smartphone Mint Condition Clean ESN,santana10791,355,96.9,1,False,False,4,1,1,5,False,False,True,0,False,0,1,5,31,30.0
6038,0,131656162154,0,11375,0,False,False,0,False,4,0.0,237.28,False,2.0,77.0,Completed,0,"Forest Hills, New York",239.78,168534287,1,0.0,,0,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone - Clean ESN,rch1028,111,100.0,1,False,False,9,1,1,5,False,False,True,1,False,0,0,3,5,24.0
6039,0,131661653783,0,11375,0,False,False,0,False,4,0.0,227.5,False,2.0,52.0,Completed,0,"Forest Hills, New York",230.0,168534287,1,0.0,,0,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone - Clean ESN,rch1028,111,100.0,1,False,False,9,1,1,5,False,False,True,1,False,0,0,3,5,24.0
6040,0,272051039024,0,98273,0,False,False,0,False,1,0.0,305.99,False,2.0,19.0,Completed,0,"Mount Vernon, Washington",310.99,168464971,1,0.0,,0,Apple iPhone 5s - 32GB - Space Gray (Verizon)  Plus 3 Mophie Juice Packs Bundle,nomad1967,163,99.3,1,False,False,9,1,1,5,False,False,True,1,False,0,1,14,149,17.0
6041,0,121796146634,0,11210,0,False,False,0,True,0,0.0,289.0,True,3.0,59.0,Completed,1,"Brooklyn, New York",,168534287,1,0.0,,1,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,oleksandr7628,28,100.0,1,False,False,8,1,49,5,True,False,True,1,False,0,0,2,3,662.0
6042,0,201469491686,0,55033,0,False,False,0,False,1,0.0,175.0,False,2.0,13.0,Completed,0,"Hastings, Minnesota",177.5,168556233,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (Factory Unlocked) Smartphone,herrmannfive,31,100.0,1,False,False,2,1,1,5,False,False,True,1,False,0,0,1,4,39.0
6043,0,221946208902,0,53704,0,False,False,0,False,0,0.0,225.0,False,2.0,13.0,Completed,1,"Madison, Wisconsin",,168534287,1,0.0,,0,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,jyeager20,11,100.0,1,False,False,6,1,1,5,False,False,True,1,False,0,0,1,4,0.0
6044,0,291618582788,0,70665,1,False,True,0,False,0,0.0,275.0,False,3.0,33.0,Completed,1,"Sulphur, Louisiana",,168553510,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (AT&T) Smartphone,mcogea,15,100.0,1,False,False,4,1,1,5,False,False,True,1,False,0,0,2,2,72.0
6045,0,291621047990,0,70665,0,False,True,0,False,0,0.0,225.0,False,3.0,223.0,Completed,1,"Sulphur, Louisiana",,168553510,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (AT&T) Smartphone,mcogea,15,100.0,1,False,False,4,1,1,5,False,False,True,1,False,0,0,2,2,12.0
6046,0,321924630681,0,47119,1,False,True,0,False,0,0.0,299.95,False,2.0,40.0,Completed,1,"Floyds Knobs, Indiana",,,1,0.0,,0,Apple iPhone 5s - 32GB AT&T (Factory Unlocked) Smartphone White (Clean ESN IMEI),crackedgadgets,1619,100.0,1,False,False,5,1,1,5,False,False,True,1,False,0,0,5,42,38.0
6047,0,191727697683,0,27514,0,False,False,0,True,0,0.0,290.0,False,3.0,97.0,Completed,1,"Chapel Hill, North Carolina",,168553370,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (Verizon) Smartphone,emiltrox,1,100.0,1,False,False,3,1,1,5,True,False,True,0,False,0,0,1,1,493.0
6048,0,191727697994,0,27514,0,False,False,0,True,0,0.0,290.0,False,3.0,89.0,Completed,1,"Chapel Hill, North Carolina",,168553370,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (Verizon) Smartphone,emiltrox,1,100.0,1,False,False,3,1,1,5,True,False,True,0,False,0,0,1,1,555.0
